"4445","HP PRINTER","Others","HP DJ INK ADV 1515 AIO","Array","2021-07-02 04:45:21.345526"
"4446","Hp","Others","HP DL180 PROCESSOR G9 E5-2609V4 (801240-B21)","Array","2021-07-02 04:45:21.445439"
"4447","Hardware","Others","Hp Dv4","0.00 No = 0.00 PCS","2021-07-02 04:45:21.538209"
"4448","Hardware","Others","HPE DL180 Gen 9 E5-2620v4","Array","2021-07-02 04:45:21.642025"
"4449","Hp","Others","HP Hard Disk 1TB 6C Sata 7.2K (858594-B21)","Array","2021-07-02 04:45:21.745755"
"4450","CARTRIDGE","; Not Applicable","HP INKCART 802 COMBO","Array","2021-07-02 04:45:21.850256"
"4451","Hp","Others","HP Iss WS12 R2 STD ROK","Array","2021-07-02 04:45:21.954005"
"4452","Hp","Others","HP J9776A HPE Aruba 2530-24G Switch","Array","2021-07-02 04:45:22.058028"
"4453","Leptop","; Not Applicable","H P Laptop"," 1.00 PCS =  1.00 No","2021-07-02 04:45:22.153979"
"4454","HP PRINTER","Others","HP Laserjet 1020 Plus","Array","2021-07-02 04:45:22.262159"
"4455","HP PRINTER","Others","Hp Laserjet  1130","Array","2021-07-02 04:45:22.358143"
"4456","HP PRINTER","Others","Hp Laser Jet 1216 MFP","Array","2021-07-02 04:45:22.466051"
"4457","HP PRINTER","Others","HP LASERJET M1005 MFP","Array","2021-07-02 04:45:22.566148"
"4458","HP PRINTER","Others","HP Laserjet M-1136 MFP","Array","2021-07-02 04:45:22.682122"
"4459","HP PRINTER","Others","HP LASER JET M1213 NF","Array","2021-07-02 04:45:22.777997"
"4460","HP PRINTER","Others","Hp Laserjet P1606DN","Array","2021-07-02 04:45:22.880609"
"4461","HP PRINTER","Others","Hp Laserjet Pro400 M425DN MFP","Array","2021-07-02 04:45:22.974723"
"4462","HP PRINTER","Others","HP Laser JEt Pro M-1136 Value Bundle","Array","2021-07-02 04:45:23.070150"
"4463","HP PRINTER","Others","Hp Laser Jet Pro M1218 NFS (B4K88A)","Array","2021-07-02 04:45:23.168505"
"4464","HP PRINTER","Others","HP LASERJET PRO M1536DNF","Array","2021-07-02 04:45:23.264253"
"4465","HP PRINTER","Others","HP LASERJET PRO M1636DNF","Array","2021-07-02 04:45:23.360556"
"4466","HP PRINTER","Others","HP Laserjet Pro P1108","Array","2021-07-02 04:45:23.460315"
"4467","Printer Head","; Not Applicable","Hp Laserjet Pro P1566","Array","2021-07-02 04:45:23.556514"
"4468","Hp Desktop","Others","HP LED MONITOR 18.5' V194","0.00 PCS = 0.00 No","2021-07-02 04:45:23.652446"
"4469","HP PRINTER","Others","HP LJ PRO M401DN PRINTER","Array","2021-07-02 04:45:23.752574"
"4470","HP PRINTER","Others","HP LJ PRO M401D PRINTER","Array","2021-07-02 04:45:23.852464"
"4471","HP PRINTER","Others","HP Lserjet Pro 200 CLJ M 251N","Array","2021-07-02 04:45:23.956319"
"4472","Leptop","; Not Applicable","HP Mini 210-1106 TU LT","Array","2021-07-02 04:45:24.056511"
"4473","Leptop","; Not Applicable","HP Mini Leptop","Array","2021-07-02 04:45:24.152413"
"4474","HP LAPTOP","; Not Applicable","HP NB 650 2370 CI3(COS24P#ACJ)","Array","2021-07-02 04:45:24.248674"
"4475","HP PRINTER","Others","HP OFFICEJET 7500 A (C9309A)","Array","2021-07-02 04:45:24.346194"
"4476","HP PRINTER","Others","HP OJ 7110 Printer W Format","Array","2021-07-02 04:45:24.448661"
"4477","HP PRINTER","Others","Hp Oj Pro 3610 B &W -Aio","Array","2021-07-02 04:45:24.546419"
"4478","Hardware","Others","Hp Pavillion P6-2050 Desktop","Array","2021-07-02 04:45:24.658289"
"4479","HP LAPTOP","; Not Applicable","HP PB 44455 AMD/2/500/14;DS NB","Array","2021-07-02 04:45:24.756501"
"4480","HP PRINTER","Others","HP Printer DJ 2545AIo","Array","2021-07-02 04:45:24.856609"
"4481","HP PRINTER","Others","HP Printer Mfp 126nw (CZ175A)","Array","2021-07-02 04:45:24.958149"
"4482","Hp","Others","HP Ram 16GB PC4 2400T Ram  Kit (836220-B21)","Array","2021-07-02 04:45:25.062258"
"4483","Hp","Others","HP RAM 8GB DUAL RANK (805669-B21)","Array","2021-07-02 04:45:25.164495"
"4484","Hardware","Others","HP Ram 8GB PC4-2133 (819880-B21)","0.00 No","2021-07-02 04:45:25.258383"
"4485","HP PRINTER","Others","Hp Scanjet 200 Flatbed Scanner","Array","2021-07-02 04:45:25.362276"
"4486","HP Scanner","Others","HP Scan Jet  G2410","Array","2021-07-02 04:45:25.464533"
"4487","HP Scanner","Others","HP Scanjet G4010","Array","2021-07-02 04:45:25.562134"
"4488","HP Scanner","Others","Hp Scanner 3110","Array","2021-07-02 04:45:25.660349"
"4489","Hp","Others","HP Server DL180 G9 E5-2609 V4 (860945-375)","Array","2021-07-02 04:45:25.762235"
"4490","Hp","Others","HP Server DL60 GEN9 E5-2620V4 16GB (860890-375)","Array","2021-07-02 04:45:25.864454"
"4491","; Primary","; Not Applicable","HP Server Ml10g8/e3-1220v2","Array","2021-07-02 04:45:25.966447"
"4492","Hp","Others","HP SERVER ML10 GEN9 ProLiant Intel Xeon E3-1225v5","Array","2021-07-02 04:45:26.062426"
"4493","Hp","Others","HP Switch 2530-24","Array","2021-07-02 04:45:26.176417"
"4494","Hp Desktop","Others","HP V203P MONITOR","0.00 PCS = 0.00 No","2021-07-02 04:45:26.270608"
"4495","; Primary","; Not Applicable","Hp Wireless Combo","0.00 PCS","2021-07-02 04:45:26.364482"
"4496","Hard Disk","Others","I","Array","2021-07-02 04:45:26.466579"
"4497","Hardware","Others","I3 4170/4GB RAM/500 GB  HDD/No ODD","Array","2021-07-02 04:45:26.570779"
"4498","Studio","Others","IBALL COMBO WINTOP","0.00 No = 0.00 PCS","2021-07-02 04:45:26.662745"
"4499","Hardware","Others","IBALL CRIMPTING TOOL","0.00 No","2021-07-02 04:45:26.754933"
"4500","Studio","Others","Iball Hub"," 1.00 No =  1.00 PCS","2021-07-02 04:45:26.848467"
"4501","Keyboard","Others","I Ball Key Board Mouse Cordless Duo 6"," 1.00 PCS =  1.00 No","2021-07-02 04:45:26.940513"
"4502","Studio","Others","IBALL KEYBOARD +MOUSE WINTOP"," 1.00 No","2021-07-02 04:45:27.032492"
"4503","Hardware","; Not Applicable","IBALL LASER BARCODE READER","0.00 Box = 0.00 No","2021-07-02 04:45:27.126949"
"4504","Hardware","Others","IBALL LED MONITOR 18.5","Array","2021-07-02 04:45:27.224346"
"4505","Hardware","Others","I  Ball Mouse","Array","2021-07-02 04:45:27.322822"
"4506","Hardware","Others","I Ball Speaker Computer Multimedia 2.0 EduSound I5","0.00 No = 0.00 Box","2021-07-02 04:45:27.414868"
"4507","I Ball Speaker","Others","IBALL SPEAKER TARANG 2.1 LION","0.00 No = 0.00 Box","2021-07-02 04:45:27.508336"
"4508","Hardware","Others","I Ball Tablet 7271","Array","2021-07-02 04:45:27.604392"
"4509","Hardware","Others","IBALL USB MODEM 3.5G CONNECT","Array","2021-07-02 04:45:27.700679"
"4510","Hardware","Others","IBALL WEB CAM 8.0","0.00 No = 0.00 Box","2021-07-02 04:45:27.793525"
"4511","Studio","Others","IBALL WIRELESS FREEGO G25 MOUSE"," 1.00 No =  1.00 PCS","2021-07-02 04:45:27.888464"
"4512","Hardware","Others","IBM RAID M5200 RAID 5 FOD KEY (47C8708)","Array","2021-07-02 04:45:27.992515"
"4513","Hardware","Others","IBM RAM 8GB (1Z8GB) (00D5016)","Array","2021-07-02 04:45:28.106894"
"4514","Hardware","Others","IBM ROK WINDOWS SERVER 2012 STD (4XI0E515960","Array","2021-07-02 04:45:28.208620"
"4515","Hardware","Others","IBM ServerX 3250 M5-5458IVA","Array","2021-07-02 04:45:28.304709"
"4516","Hardware","Others","IBM SW WIN SERVER 2008 Rok","Array","2021-07-02 04:45:28.401563"
"4517","Biometric","RACK","ILock/Master/1U","0.00 No","2021-07-02 04:45:28.493452"
"4518","EKIN Thin Client","EKIN","Imperssion 1500 Mini","Array","2021-07-02 04:45:28.592355"
"4519","EKIN Thin Client","EKIN","Impression Slim P C","Array","2021-07-02 04:45:28.691555"
"4520","Data Switch","AIRPRO","Industrial Ethernet Switch(AP-IGS105G)","Array","2021-07-02 04:45:28.788474"
"4521","CARTRIDGE","; Not Applicable","Ink Cartridge Hp 678 Bk","Array","2021-07-02 04:45:28.887406"
"4522","Studio","Others","INNO3D GT 730 4GB DDR3 GRAPHIC CARD"," 4.00 No","2021-07-02 04:45:28.979468"
"4523","Studio","Others","Installation Charges"," 15.00 PCS","2021-07-02 04:45:29.072469"
"4524","Hardware","Others","InstaVC Cloud Service","0.00 No = 0.00 PCS","2021-07-02 04:45:29.167605"
"4525","Hardware","Others","INTAL CPU"," 1.00 No =  1.00 PCS","2021-07-02 04:45:29.259627"
"4526","Haardwerr","Others","Intel Atom 425 KT","Array","2021-07-02 04:45:29.357925"
"4527","Studio","Others","INTEL CPU I5 9400F WITHOUT GRAPHIC CARD"," 1.00 No","2021-07-02 04:45:29.450777"
"4528","Studio","Others","INTEL I7TH PROCESSOR 10700F","0.00 No = 0.00 PCS","2021-07-02 04:45:29.544576"
"4529","IPM","; Not Applicable","Intellegent Power Management Lap/Desk 1 Usr 1yr S/C"," 2.00 No","2021-07-02 04:45:29.637674"
"4530","IPM","; Not Applicable","Intelligent Power Management Lap/Desk 4 Month S/c","Array","2021-07-02 04:45:29.732434"
"4531","IPM","; Not Applicable","Intelligent Power Management Mobile /Tablet 1 Year","0.00 No","2021-07-02 04:45:29.824345"
"4532","Hardware","Others","Intel Zeon 8C Processor","Array","2021-07-02 04:45:29.921642"
"4533","EKIN Interactive Board","EKIN","INTERACTIVE WHITE BOARD 8000","0.00 No","2021-07-02 04:45:30.013677"
"4534","Quick Heal Internet Security - Fresh","Quick Heal","Internet Security 1 User for 3 Year"," 1.00 No =  1.00 URS","2021-07-02 04:45:30.107875"
"4535","Hardware","Others","I PAD 10.5 INCH PRO WI-FI 64 GB -GOLD","0.00 No","2021-07-02 04:45:30.201450"
"4536","Hardware","Others","Iron Cabinet Enson Lockable","Array","2021-07-02 04:45:30.297878"
"4537","EKIN","EKIN","IR TOUCH BOARD 82;DIAGONAL-RESIN","Array","2021-07-02 04:45:30.400434"
"4538","WALL MOUNT RACKS","RACK","ITE NETWORK CIRCULATION MODULE 90CFM"," 99.00 No","2021-07-02 04:45:30.496676"
"4539","NICON","RACK","ITE NETWORK CIRCULATION MODULE 90CFM N"," 94.00 No =  94.00 PCS","2021-07-02 04:45:30.589748"
"4540","WALL MOUNT RACKS","RACK","ITE NETWORK CIRCULATION MODULE 90CFM N/28%","0.00 No","2021-07-02 04:45:30.682954"
"4541","FLOOR MOUNT RACKS","RACK","ITE / Server Rack Air Circulation Module/Tower Mount/360CFM"," 17.00 No","2021-07-02 04:45:30.776467"
"4542","FLOOR MOUNT RACKS","RACK","ITE/SERVER RACK AIR CIRCULATION/TOWER MOUNT/180 CFM"," 11.00 No","2021-07-02 04:45:30.870920"
"4543","Hard Disk","Others","Ja","Array","2021-07-02 04:45:30.966616"
"4544","Hardware","Others","JACK TO AUX CABLE 5 MTR"," 5.00 No","2021-07-02 04:45:31.058796"
"4545","SONY HANDY CAM","; Not Applicable","Jaes","Array","2021-07-02 04:45:31.157612"
"4546","ACER","; Not Applicable","Jat","Array","2021-07-02 04:45:31.256585"
"4547","Hardware","; Not Applicable","Jfgdlk","Array","2021-07-02 04:45:31.356341"
"4548","Hardware","Others","K","Array","2021-07-02 04:45:31.452516"
"4549","Hard Disk","Others","Kaksdjj","Array","2021-07-02 04:45:31.550969"
"4550","Kaspersky","; Not Applicable","Kaspersky AntiVirus 1 USER","Array","2021-07-02 04:45:31.649707"
"4551","Kaspersky","; Not Applicable","Kaspersky Antivirus 3 User","0.00 Box = 0.00 URS","2021-07-02 04:45:31.742814"
"4552","Kaspersky","; Not Applicable","Kaspersky Pure (1 User)","Array","2021-07-02 04:45:31.840507"
"4553","Kaspersky","; Not Applicable","KasperSky Pure (3 User)","0.00 PCS = 0.00 URS","2021-07-02 04:45:31.932571"
"4554","Kaspersky","; Not Applicable","KasperSky Pure (5 User)","Array","2021-07-02 04:45:32.030901"
"4555","Antivirus","; Not Applicable","KESPERSKY Antivirus License Renewal for 3Yrs","Array","2021-07-02 04:45:32.128306"
"4556","Kaspersky","; Not Applicable","Kesper Sky I.S (1 User)","Array","2021-07-02 04:45:32.228295"
"4557","Kaspersky","; Not Applicable","Kespersky  I.S ( 3 User )","0.00 Box = 0.00 No","2021-07-02 04:45:32.320442"
"4558","FLOOR MOUNT RACKS","RACK","Key Board Shelf/19'/Rty/1000D BLACK"," 8.00 No","2021-07-02 04:45:32.412331"
"4559","NETRACK ACCESSORIES","RACK","Key Board Shelf/19'/Rty/1000D GREY"," 5.00 No =  5.00 PCS","2021-07-02 04:45:32.504563"
"4560","FLOOR MOUNT RACKS","RACK","Keyboard Shelf /19'/Rty/650D (For Computer Rack )"," 3.00 No","2021-07-02 04:45:32.596712"
"4561","FLOOR MOUNT RACKS","RACK","Keyboard Shelf/19'/Rty/800D (For Computer Rack)"," 23.00 No","2021-07-02 04:45:32.690918"
"4562","Dell Leptop","; Not Applicable","Keyboard Skin","Array","2021-07-02 04:45:32.789525"
"4563","Hard Disk","Others","Kfgs","Array","2021-07-02 04:45:32.885819"
"4564","Haardwerr","Others","Kingstone Pendrive 16GB USB 3.0","Array","2021-07-02 04:45:32.984551"
"4565","Kingston Pendrive","Others","Kingston Pendrive"," 2.00 No","2021-07-02 04:45:33.076535"
"4566","Audio Video Solutions","Others","KINGSTON SSD 240GB","0.00 No","2021-07-02 04:45:33.169515"
"4567","SONY HANDY CAM","; Not Applicable","Kjgjd","Array","2021-07-02 04:45:33.268321"
"4568","Hardware","Others","Kodak T210 Tripod With Fix Head","0.00 No","2021-07-02 04:45:33.360477"
"4569","Molex Face Plates & Krone Boxes","Molex Components","Krone","Array","2021-07-02 04:45:33.460470"
"4570","Kaspersky","; Not Applicable","K S O S 10+1","Array","2021-07-02 04:45:33.560487"
"4571","Hardware","Others","L","Array","2021-07-02 04:45:33.657519"
"4572","Hardware","Others","LA","Array","2021-07-02 04:45:33.756499"
"4573","Hardware","Others","Lakls","Array","2021-07-02 04:45:33.857832"
"4574","Hardware","Others","Lan Card","Array","2021-07-02 04:45:33.956650"
"4575","PODIUM","EKIN","LAPCARE 3MTR LSA-403","Array","2021-07-02 04:45:34.060659"
"4576","Leptop","; Not Applicable","Laptop Acer Aspire 4739Z","Array","2021-07-02 04:45:34.158706"
"4577","Dell Leptop","; Not Applicable","Laptop Cleaning Kit","Array","2021-07-02 04:45:34.254696"
"4578","Hardware","; Not Applicable","Laptop (U)","0.00 No","2021-07-02 04:45:34.348591"
"4579","Hardware","Others","LCD 18.5; Acer","Array","2021-07-02 04:45:34.444664"
"4580","Hardware","Others","LCD 18.5; Monitor","Array","2021-07-02 04:45:34.542783"
"4581","Hardware","Others","LCD 20; LG","Array","2021-07-02 04:45:34.640573"
"4582","Hardware","; Not Applicable","Lcd MONITOR","0.00 No","2021-07-02 04:45:34.733540"
"4583","AP Cable","Molex Components","LCLC MM 5 MTR FIBER PATCH CORD"," 2.00 Box =  2.00 PCS","2021-07-02 04:45:34.826869"
"4584","AP Cable","Molex Components","LC LC MM DUPLEX 10 MTR FIBER PATCH CORD","Array","2021-07-02 04:45:34.924588"
"4585","Molex FIBER Patch Cords","Molex Components","LCLC OS2 Duplx SM Fiber 3 MTR Patch Cord","Array","2021-07-02 04:45:35.020399"
"4586","AP Cable","Molex Components","LC SC MM DUPLEX 10 MTR FIBER PATCH CORD","Array","2021-07-02 04:45:35.116569"
"4587","AP Cable","Molex Components","LC SC MM Duplex Patch Cord 5 MTR"," 93.00 No","2021-07-02 04:45:35.208885"
"4588","Hardware","Others","LED  18.5; Acer","Array","2021-07-02 04:45:35.307438"
"4589","Hardware","Others","LED 18.5;  LG","0.00 PCS = 0.00 No","2021-07-02 04:45:35.400717"
"4590","Hardware","Others","LED 20; LG","Array","2021-07-02 04:45:35.500559"
"4591","Studio","Others","LED BULB E-27 20W","0.00 No","2021-07-02 04:45:35.592717"
"4592","Studio","Others","Led Ceilling Light","0.00 No = 0.00 PCS","2021-07-02 04:45:35.685723"
"4593","Hardware","Others","Led TRIPOD LIGHT","0.00 No = 0.00 PCS","2021-07-02 04:45:35.781705"
"4594","Lenovo","Others","Lenovo 70LV002RIH-TS150/3.3GHZ/8GB/1TB/SERVER","Array","2021-07-02 04:45:35.876627"
"4595","Hardware","Others","Lenovo Aio C260 57324793","Array","2021-07-02 04:45:35.972619"
"4596","Lenovo","Others","Lenovo Commercial V520 SSF","Array","2021-07-02 04:45:36.070920"
"4597","Lenovo","Others","Lenovo/desktop/7100 4Gb 128gbssd W10H No Mon","Array","2021-07-02 04:45:36.165499"
"4598","Hardware","Others","LENOVO DT (10L0A04NIG) GEN6 H110/I5-6400/4GB","Array","2021-07-02 04:45:36.260477"
"4599","Hardware","Others","LENOVO NB E470/INTEL CORE I5 7200U/4 GB DDR4/1TB","Array","2021-07-02 04:45:36.358168"
"4600","; Primary","; Not Applicable","Lenovo P780","Array","2021-07-02 04:45:36.452570"
"4601","Lenovo","Others","Lenovo Smb 10N5A003IH","Array","2021-07-02 04:45:36.552548"
"4602","Hardware","Others","LENOVO ST50 (TOWER MODEL) SERVER","0.00 PCS","2021-07-02 04:45:36.644577"
"4603","Hardware","Others","LENOVO TABLET -X306X TAB 2G+32GPG-IN (M10 HD)","0.00 No = 0.00 PCS","2021-07-02 04:45:36.737362"
"4604","LED","; Not Applicable","Lenovo TFT(60DFAAR1WW)19.5 inch Monitor","Array","2021-07-02 04:45:36.832523"
"4605","Lenovo","Others","Lenovo Think Server TS150 70UAA007IH","Array","2021-07-02 04:45:36.928609"
"4606","Hardware","Others","LEN SER HDD 600GB SAS 2.5 15K(00WG665)","Array","2021-07-02 04:45:37.024593"
"4607","Hardware","Others","LEN SER X3550 M5 E5-2630 V4 8869-PDT","Array","2021-07-02 04:45:37.122516"
"4608","BENQ","BENQ PROJECTOR","LENS LS1ST1 WIDE ZOOM","0.00 No","2021-07-02 04:45:37.214641"
"4609","FLOOR MOUNT RACKS","RACK","Levellers (For Computer Rack)","0.00 No","2021-07-02 04:45:37.308608"
"4610","Hardware","Others","LG 15.6' LED","Array","2021-07-02 04:45:37.406546"
"4611","LG TV","LG Commercials","LG 1 Ton 5 Star Split AC(LS-Q12HNZA)","0.00 No","2021-07-02 04:45:37.498647"
"4612","LG TV","LG Commercials","LG 1 TON SPLIT AC (LS-Q12ENXA)","0.00 No","2021-07-02 04:45:37.592434"
"4613","LG TV","LG Commercials","LG 20M39H","0.00 No","2021-07-02 04:45:37.685490"
"4614","LG TV","LG Commercials","LG 24SP410M-PM.BTR 24 (MFT WID)","0.00 No","2021-07-02 04:45:37.777543"
"4615","LG TV","LG Commercials","LG 32 CAM TV 32LU640H.BTR","0.00 No","2021-07-02 04:45:37.870243"
"4616","LG TV","LG Commercials","LG 32 HD READY COMMERCIAL 32LT340C"," 44.00 No","2021-07-02 04:45:37.962828"
"4617","LG TV","LG Commercials","LG 32 INCH LED TV 32LV303C","-1.00 No","2021-07-02 04:45:38.056311"
"4618","LG TV","Others","LG 32SE3KE-B BTR","0.00 No","2021-07-02 04:45:38.148482"
"4619","LG TV","LG Commercials","LG 32 Standard Commercial TV 32LU340C.BTR","0.00 No","2021-07-02 04:45:38.241799"
"4620","LG TV","LG Commercials","LG 32?? Commercial Display 32SE3KD","0.00 No","2021-07-02 04:45:38.336479"
"4621","LG TV","LG Commercials","LG 43 INCH LED TV 43LT340C"," 30.00 No","2021-07-02 04:45:38.428634"
"4622","LG TV","LG Commercials","LG 43 INCH LED TV 43LU640H","0.00 No","2021-07-02 04:45:38.522621"
"4623","LG TV","LG Commercials","LG 43SE3KE-B BTR","0.00 No","2021-07-02 04:45:38.614728"
"4624","LG TV","LG Commercials","LG 43SM5KE","0.00 No","2021-07-02 04:45:38.708388"
"4625","LG TV","LG Commercials","LG 43 ULTRA HD 43UU640C.ATR"," 2.00 No","2021-07-02 04:45:38.800460"
"4626","LG TV","LG Commercials","LG 49' COMMERCIAL DISPLAY 49VL5B","0.00 No","2021-07-02 04:45:38.892407"
"4627","LG TV","LG Commercials","LG 49' Commercial TV 49LT340C","0.00 No","2021-07-02 04:45:38.984483"
"4628","LG TV","LG Commercials","LG 49' Commercial TV 49LU340C","0.00 No","2021-07-02 04:45:39.076636"
"4629","LG TV","LG Commercials","LG 49SE3KE-B-BTR","0.00 No","2021-07-02 04:45:39.169652"
"4630","LG TV","LG Commercials","LG 49 SMART TV WITH 49UT640S"," 1.00 No","2021-07-02 04:45:39.262560"
"4631","LG TV","LG Commercials","LG 49 SMART UHD TV WITH CMS 49UU640C.ATR","0.00 No","2021-07-02 04:45:39.357484"
"4632","LG TV","LG Commercials","LG 55 LG TV 55UT761H","0.00 No","2021-07-02 04:45:39.449687"
"4633","LG TV","LG Commercials","LG 55SE3KE.B.ATR","0.00 No","2021-07-02 04:45:39.542176"
"4634","LG TV","LG Commercials","LG 55SM5KE -B ATR","0.00 No","2021-07-02 04:45:39.634150"
"4635","LG TV","LG Commercials","LG 55 SMART UHD 55UT640S"," 4.00 No","2021-07-02 04:45:39.726870"
"4636","LG TV","LG Commercials","LG 55 SMART UHD TV 55UU640C WITH CMS","0.00 No","2021-07-02 04:45:39.821785"
"4637","LG TV","LG Commercials","LG55UM3DF Smart TV","Array","2021-07-02 04:45:39.921772"
"4638","LG TV","LG Commercials","LG 65UH5E-B-ATR"," 1.00 No","2021-07-02 04:45:40.017722"
"4639","LG TV","LG Commercials","LG 75UU640C","0.00 No","2021-07-02 04:45:40.113456"
"4640","LG TV","LG Commercials","LG 86UU640C","0.00 No","2021-07-02 04:45:40.205586"
"4641","LG TV","LG Commercials","LG 98 Inch Display 98UH5F","0.00 No","2021-07-02 04:45:40.297612"
"4642","LG TV","LG Commercials","LG COMMERCIAL LED 75UT640S0TA.ATR","0.00 No","2021-07-02 04:45:40.393684"
"4643","LG TV","LG Commercials","LG Commercial LED TV (43UT640S)"," 13.00 No","2021-07-02 04:45:40.489489"
"4644","Dvd Writer","; Not Applicable","L G DVD Writer","Array","2021-07-02 04:45:40.589640"
"4645","LG Panel","LG Commercials","LG Interactive Flat Panel 75TR3BF-B","0.00 No","2021-07-02 04:45:40.685626"
"4646","LG Panel","LG Commercials","LG Interactive Flat Panel 75TR3BF-B (18%)"," 1.00 No","2021-07-02 04:45:40.781585"
"4647","Hardware","Others","LG LED 19M38HB","0.00 No = 0.00 PCS","2021-07-02 04:45:40.874677"
"4648","Hardware","Others","LG LED 32J522D ATR","0.00 No = 0.00 Box","2021-07-02 04:45:40.969773"
"4649","LG TV","LG Commericals","LG LED 65ET961H","0.00 Box","2021-07-02 04:45:41.065558"
"4650","LG Panel","LG Commercials","LG LED 65TR3BF Panel IFP","0.00 No","2021-07-02 04:45:41.161504"
"4651","LG Panel","LG Commercials","LG LED 65TR3BF Panel IFP (18%)"," 45.00 No","2021-07-02 04:45:41.257607"
"4652","LG TV","LG Commercials","LG LED LCD 32SE3KE- B BTR","0.00 No","2021-07-02 04:45:41.350253"
"4653","LG TV","LG Commercials","LG LED TV -55UN7300","0.00 No","2021-07-02 04:45:41.445362"
"4654","LG TV","LG Commercials","LG LED TV 75UT640","0.00 No","2021-07-02 04:45:41.537785"
"4655","LG TV","LG Commercials","LG LFD 55UH5E-B-ATRZ","0.00 No","2021-07-02 04:45:41.629369"
"4656","Hardware","; Not Applicable","Lglh;Gh","Array","2021-07-02 04:45:41.733506"
"4657","LG TV","LG Commercials","LG PANEL 86TR3BF-B.ATRQ","0.00 No","2021-07-02 04:45:41.829436"
"4658","LG Panel","LG Commercials","LG PANEL 86TR3BF-B.ATRQ (18 %)","0.00 No","2021-07-02 04:45:41.921625"
"4659","LG Panel","LG Commercials","LG Panel PEN COV36122101","0.00 No","2021-07-02 04:45:42.017395"
"4660","LG TV","LG Commercials","LG Signage  55UM3DF-B#ATRZ","0.00 No","2021-07-02 04:45:42.109571"
"4661","LG TV","LG Commercials","lG Signage 65UM3DF-B#ATRZ","0.00 No","2021-07-02 04:45:42.205463"
"4662","LG AIR CONDITIONER","LG AIR CONDITIONER","LG SPLIT AC 3 STAR -MS-Q18PNXA","0.00 No","2021-07-02 04:45:42.297679"
"4663","LG AIR CONDITIONER","LG AIR CONDITIONER","LG SPLIT  INVERTOR AC I/D 1.5 TON 3 STAR","0.00 No","2021-07-02 04:45:42.393659"
"4664","LG AIR CONDITIONER","LG AIR CONDITIONER","LG SPLIT  INVERTOR AC I/D 2 TON 3STAR","0.00 No","2021-07-02 04:45:42.486112"
"4665","LG AIR CONDITIONER","LG AIR CONDITIONER","LG SPLIT  INVERTOR AC O/D 1.5 TON 3 STAR","0.00 No","2021-07-02 04:45:42.578338"
"4666","LG AIR CONDITIONER","LG AIR CONDITIONER","LG SPLIT  INVERTOR AC O/D 2TON 3 STAR","0.00 No","2021-07-02 04:45:42.673528"
"4667","LG TV","LG Commercials","Lg Tv 65;(65uu 640c)","0.00 No","2021-07-02 04:45:42.765667"
"4668","LG TV","LG Commercials","LG TV 65UT640S"," 2.00 No","2021-07-02 04:45:42.857820"
"4669","Hardware","Others","LIEBERT ITON CX 1500VA WITH 2X9AH BATTERY","Array","2021-07-02 04:45:42.986567"
"4670","Audio Video Solutions","Others","LINETEK USB M/F 20 MTR CABLE"," 1.00 No","2021-07-02 04:45:43.078550"
"4671","Cisco","Others","Linksys E1200 Wireless Router","Array","2021-07-02 04:45:43.177982"
"4672","ADSL & ROUTERS","AIRPRO","Linksys Wrt54gl Wireless -G Router","Array","2021-07-02 04:45:43.277573"
"4673","Netrack LIU & Accessories","Molex Components","LIU/12 PORT /1U/BLACK","0.00 No = 0.00 PCS","2021-07-02 04:45:43.369516"
"4674","Dlink","Molex Components","LIU 12 Port Rack Mount -Loaded (SC) SM","Array","2021-07-02 04:45:43.465724"
"4675","FLOOR MOUNT RACKS","RACK","LIU/24PORT /1U","0.00 No = 0.00 PCS","2021-07-02 04:45:43.557466"
"4676","Dlink","Molex Components","LIU 24 Port Rack Mount -Loaded (SC) SM","Array","2021-07-02 04:45:43.653775"
"4677","Netrack LIU & Accessories","Molex Components","LIU/6 PORT /1U/BLACK"," 5.00 No =  5.00 PCS","2021-07-02 04:45:43.749604"
"4678","Dlink","Molex Components","LIU 6 Port Wall Mount -Unloaded","Array","2021-07-02 04:45:43.845709"
"4679","Hp Keyboard","Others","Lla","Array","2021-07-02 04:45:43.942279"
"4680","Hardware","Others","Logitach Mouse","Array","2021-07-02 04:45:44.037859"
"4681","Keyboard","Others","LOGITECH COMBO MK120"," 1.00 PCS =  1.00 No","2021-07-02 04:45:44.133707"
"4682","Studio","Others","LOGITECH COMBO MK200"," 1.00 No","2021-07-02 04:45:44.226378"
"4683","Hardware","Others","LOGITECH KEYBOARD AND MOUSE","0.00 No = 0.00 PCS","2021-07-02 04:45:44.321510"
"4684","Keyboard","Others","Logitech Keyboard K100","Array","2021-07-02 04:45:44.417597"
"4685","Hardware","; Not Applicable","Logitech Key Board K-120","Array","2021-07-02 04:45:44.513735"
"4686","Hardware","; Not Applicable","Logitech  Mouse B-100","Array","2021-07-02 04:45:44.609569"
"4687","Hardware","Others","Logitech Mouse Opt","Array","2021-07-02 04:45:44.705455"
"4688","Studio","Others","LOGITECH WIRELESS KB+MOUSE MK275"," 1.00 No =  1.00 PCS","2021-07-02 04:45:44.798117"
"4689","EKIN Thin Client","AIRPRO","LONG FOCUS PORTABLE INTERACTIVE WHITEBOARD (F-35L)","Array","2021-07-02 04:45:44.901448"
